"openSUSE:Factory","Botan","71","botan","3.8.1-327-g0da3a13"
"openSUSE:Factory","bpf2go","1","libbpf","v0.5.0-105-g7beaa2e"
"openSUSE:Factory","bpftool","17","libbpf","v1.5.0-135-g5f4a34c"
"openSUSE:Factory","bpftop","3","libbpf","v1.6.0-5-g8e59f80"
"openSUSE:Factory","bpftop","3","zlib","v1.2.13"
"openSUSE:Factory","broot","10","zlib","v1.3.1"
"openSUSE:Factory","brotli","15","brotli","v1.2.0rc1-5-g1e4425a"
"openSUSE:Factory","btrfsprogs","171","xxHash","v0.7.4-367-gf035303"
"openSUSE:Factory","busybox","96","xz-embedded","0^20100609.c4c6f5c427c246a5b08f25105e8a5183c24fd077"
"openSUSE:Factory","bzip2","69","bzip2","bzip2-1.0.8"
"openSUSE:Factory","cadabra2","33","tinyxml2","10.0.0-27-gc93b6f7"
"openSUSE:Factory","cadaver","1","libexpat","V1_1-7-gd6eeb47"
"openSUSE:Factory","canokey-qemu","4","mbedtls","v2.26.0-897-gbece737"
"openSUSE:Factory","cargo-audit","29","curl","curl-8_18_0-13-g13c1a93"
"openSUSE:Factory","cargo-audit","29","zlib","v1.3.1"
"openSUSE:Factory","cargo-c","23","curl","curl-8_18_0-13-g13c1a93"
"openSUSE:Factory","cargo-c","23","nghttp2","v1.65.0-23-g3d2e252"
"openSUSE:Factory","cargo-c","23","zlib","v1.3.1"
"openSUSE:Factory","carla","39","libpng","v1.6.37"
"openSUSE:Factory","ccache","85","fmt","11.0.2-239-ge5b20ff"
"openSUSE:Factory","ceph","104","bzip2","bzip2-1.0.8"
"openSUSE:Factory","ceph","104","fmt","8.1.1-237-gba50c19"
"openSUSE:Factory","ceph","104","googletest","release-1.10.0-677-gc5be393"
"openSUSE:Factory","ceph","104","lua","v5.4.3"
"openSUSE:Factory","ceph","104","minizip-ng","0^20181101.252588f6a78bd7656f4e03d1b236695b3182ff7d"
"openSUSE:Factory","ceph","104","ocf","v20.1-37-g7799b24"
"openSUSE:Factory","ceph","104","rapidjson","v1.1.0-691-g6b50098"
"openSUSE:Factory","ceph","104","xxHash","v0.7.1-246-gc994f5c"
"openSUSE:Factory","ceph","104","zlib","v1.2.11"
"openSUSE:Factory","ceph","104","zstd","v1.4.4-523-gb2092c6"
"openSUSE:Factory","cgdb","19","libvterm","v0.2-RC1"
"openSUSE:Factory","cherrytree","42","googletest","v1.14.0-260-g37678c9"
"openSUSE:Factory","chromaprint","28","googletest","v1.14.0-247-g0934b7e"
"openSUSE:Factory","chromium","512","aom","v3.13.1-272-ge73b26b"
"openSUSE:Factory","chromium","512","boringssl","0.20260211.0-68-g80053a9"
"openSUSE:Factory","chromium","512","brotli","v1.2.0rc1-6-g4b0f27b"
"openSUSE:Factory","chromium","512","flac","1.4.2"
"openSUSE:Factory","chromium","512","freetype","VER-2-14-2-10-g6dc8088"
"openSUSE:Factory","chromium","512","googletest","v1.14.0-260-g37678c9"
"openSUSE:Factory","chromium","512","harfbuzz","13.1.0-6-g07a9ad2"
"openSUSE:Factory","chromium","512","hunspell","v1.7.2-117-g96466a6"
"openSUSE:Factory","chromium","512","leveldb","1.23-88-g78a352f"
"openSUSE:Factory","chromium","512","libexpat","R_2_7_1-20-gfe04a7f"
"openSUSE:Factory","chromium","512","libjpeg-turbo","3.0.3-35-geb75363"
"openSUSE:Factory","chromium","512","libpng","v1.6.55"
"openSUSE:Factory","chromium","512","libtiff","v4.7.0-176-ga566b83"
"openSUSE:Factory","chromium","512","libusb","v1.0.17-rc1-5-gdef6a8f"
"openSUSE:Factory","chromium","512","libwebp","v1.6.0-17-gff87eee"
"openSUSE:Factory","chromium","512","libxml2","v2.15.0-12-g22f9d73"
"openSUSE:Factory","chromium","512","Little-CMS","lcms2.14-50-gdbb23ff"
"openSUSE:Factory","chromium","512","openjpeg","v2.5.3-5-gcc6d0c8"
"openSUSE:Factory","chromium","512","rapidjson","v1.1.0-697-g1f59c69"
"openSUSE:Factory","chromium","512","sqlite","version-3.51.1-12-gb8c49d6"
"openSUSE:Factory","chromium","512","tz","2012g-4-g2151ca6"
"openSUSE:Factory","chromium","512","xxHash","v0.7.4-975-ga60a8a7"
"openSUSE:Factory","chromium","512","zlib","v1.3.2-3-g846a66a"
"openSUSE:Factory","chromium","512","zstd","v1.4.7-2965-g073c7fb"
"openSUSE:Factory","civetweb","9","lua","v5.4.3"
"openSUSE:Factory","clementine","68","googletest","0^20100413.1b71f0b272f4d3dfb45db44ab39a77727ddafb9b"
"openSUSE:Factory","cloud-hypervisor","10","zlib","v1.3.1"
"openSUSE:Factory","cloud-hypervisor","10","zstd","v1.4.7-2625-g23e5f80"
"openSUSE:Factory","clucene-core","32","zlib","v1.2.3"
"openSUSE:Factory","cmake","274","bzip2","bzip2-1.0.8"
"openSUSE:Factory","cmake","274","curl","curl-8_16_0-697-g8d45305"
"openSUSE:Factory","cmake","274","libarchive","v3.7.5-241-ge1ca935"
"openSUSE:Factory","cmake","274","libexpat","R_2_6_1-13-g13cff44"
"openSUSE:Factory","cmake","274","libuv","v1.44.0-5-gbae2992"
"openSUSE:Factory","cmake","274","nghttp2","v1.50.0-25-g3f65ab7"
"openSUSE:Factory","cmake","274","xz","v5.7.0alpha-341-g6cd7c86"
"openSUSE:Factory","cmake","274","zlib","v1.3.1"
"openSUSE:Factory","cmake","274","zstd","v1.4.7-1719-ge4120c5"
"openSUSE:Factory","codelite","20","hunspell","0^20140528.9e3d3bc04227b8b06cc9ae34c4ded2c3c47567d8"
"openSUSE:Factory","codelite","20","libssh","libssh-0.9.0"
"openSUSE:Factory","codelite","20","tinyxml2","6.0.0-19-g0f1fa6d"
"openSUSE:Factory","Coin4","4","libexpat","R_2_2_9-130-g3af8f46"
"openSUSE:Factory","Coin","7","libexpat","R_2_0_0-42-g56e145f"
"openSUSE:Factory","collada-dom","4","libxml2","v2.7.6-33-g615904f"
"openSUSE:Factory","collada-dom","4","minizip-ng","0^20120121.35c6102e21d76019206154de07b8bb8577018825"
"openSUSE:Factory","collada-dom","4","zlib","v1.2.5"
"openSUSE:Factory","commandergenius","39","lua","v5-3-5"
"openSUSE:Factory","coolercontrol","2","zstd","v1.4.7-2625-g23e5f80"
"openSUSE:Factory","coreboot-utils","34","lz4","r131-62-g4fcb2e1"
"openSUSE:Factory","coreboot-utils","34","zlib","v1.3"
"openSUSE:Factory","coreos-installer","6","xz","v5.3.1alpha-73-gba76d67"
"openSUSE:Factory","coreos-installer","6","zstd","v1.4.7-2625-g23e5f80"
"openSUSE:Factory","cosmic-edit","10","zstd","v1.4.7-2625-g23e5f80"
"openSUSE:Factory","cosmic-ext-dirstat","3","zstd","v1.4.7-2625-g23e5f80"
"openSUSE:Factory","cosmic-files","11","zstd","v1.4.7-2625-g23e5f80"
"openSUSE:Factory","cosmic-store","9","zstd","v1.4.7-2625-g23e5f80"
"openSUSE:Factory","cosmic-term","10","zstd","v1.4.7-2625-g23e5f80"
"openSUSE:Factory","cpp-httplib","16","googletest","release-1.12.0-77-gd1a0039"
"openSUSE:Factory","cpupower","65","libbpf","v1.5.0-123-g7356be6"
"openSUSE:Factory","cpupower","65","xz-embedded","v2024-04-05-4-g39e0401"
"openSUSE:Factory","cpupower","65","zlib","v1.2.0"
"openSUSE:Factory","ctranslate2","6","googletest","v1.14.0-105-g31993df"
"openSUSE:Factory","cura-engine","14","rapidjson","v1.0.1-85-g761561a"
"openSUSE:Factory","curl","223","curl","rc-8_19_0-3-57-g1495489"
"openSUSE:Factory","cvs","38","zlib","v1.2.3"
"openSUSE:Factory","dasher","58","googletest","0^20100413.1b71f0b272f4d3dfb45db44ab39a77727ddafb9b"
"openSUSE:Factory","dasher","58","libexpat","R_2_0_0-60-g5e0d9e6"
"openSUSE:Factory","davix","13","curl","curl-7_68_0-212-gcf7760a"
"openSUSE:Factory","davix","13","rapidjson","v1.0.1-747-g17254e0"
"openSUSE:Factory","ddnet","39","zlib","v1.3.1"
"openSUSE:Factory","deepin-reader","7","freetype","VER-2-10-2-52-gcdc009c"
"openSUSE:Factory","deepin-screen-recorder","10","googletest","release-1.8.1-39-g049a0d7"
"openSUSE:Factory","deltarpm","33","zlib","v1.2.2.2"
"openSUSE:Factory","deno","74","tz","2012g-4-g2151ca6"
"openSUSE:Factory","distcc","16","popt","popt-1_4-177-g831702a"
"openSUSE:Factory","dlib","8","libjpeg-turbo","jpeg-9e"
"openSUSE:Factory","dlib","8","libpng","v1.6.37"
"openSUSE:Factory","dlib","8","zlib","v1.2.11"
"openSUSE:Factory","dmd","44","zlib","v1.3.1"
"openSUSE:Factory","dolphin-emu","24","googletest","v1.14.0-260-g37678c9"
"openSUSE:Factory","dolphin-emu","24","mbedtls","v2.27.0-572-gd41dab3"
"openSUSE:Factory","dolphin-emu","24","minizip-ng","4.0.7-31-gcf5404b"
"openSUSE:Factory","dolphin-emu","24","rapidjson","v1.1.0-529-g134af9d"
"openSUSE:Factory","dolphin-emu","24","xz","v5.2.1-79-g94e3f98"
"openSUSE:Factory","doom64ex-plus","4","libpng","v1.6.38"
"openSUSE:Factory","doom64ex-plus","4","zlib","v1.2.13"
"openSUSE:Factory","doomsday","31","assimp","v3.3-2-ga5b3ce9"
"openSUSE:Factory","doomsday","31","rapidjson","v1.0.1-106-gd26d500"
"openSUSE:Factory","doomsday","31","zlib","v1.2.8"
"openSUSE:Factory","dosbox","51","xxHash","v0.7.4-655-g0564d04"
"openSUSE:Factory","doxx","2","bzip2","bzip2-1.0.8"
"openSUSE:Factory","doxx","2","xz","v5.3.1alpha-73-gba76d67"
"openSUSE:Factory","doxx","2","zstd","v1.4.7-2625-g23e5f80"
"openSUSE:Factory","draco","3","googletest","v1.14.0-247-g0934b7e"
"openSUSE:Factory","dssim","3","aom","v3.5.0-rc1-1-g9a64d05"
"openSUSE:Factory","dssim","3","libjpeg-turbo","2.1.4-121-g96bc40c"
"openSUSE:Factory","dssim","3","libwebp","v1.2.1-39-g973390b"
"openSUSE:Factory","dssim","3","Little-CMS","lcms2.13.1-82-gbe25a63"
"openSUSE:Factory","DSView","3","minizip-ng","0^20181101.252588f6a78bd7656f4e03d1b236695b3182ff7d"
"openSUSE:Factory","duc","5","uthash","0^20130107.07bca4ce0a21516334e8e82f5792cd6d74adb4ff"
"openSUSE:Factory","dwarves","47","libbpf","v1.5.0-96-gc8a2881"
"openSUSE:Factory","ecwolf","6","libpng","libpng-1.6.12-signed"
"openSUSE:Factory","editorconfig-core-c","16","uthash","v2.3.0-1-g86e6776"
"openSUSE:Factory","edk2","16","brotli","v1.0.9-74-g6db17c8"
"openSUSE:Factory","edk2","16","googletest","release-1.12.0-77-gd1a0039"
"openSUSE:Factory","edk2","16","mbedtls","v3.6.0-1290-g468c0ae"
"openSUSE:Factory","efl","58","lz4","v1.9.2-41-g7224f9b"
"openSUSE:Factory","efl","58","xxHash","v0.6.4-63-gb39d9be"
"openSUSE:Factory","emacs-libgit2","4","zlib","v1.2.11"
"openSUSE:Factory","emptyepsilon","7","freetype","VER-2-11-0"
"openSUSE:Factory","emptyepsilon","7","zstd","v1.4.7-137-gd7db928"
"openSUSE:Factory","encfs","43","googletest","release-1.8.0-1119-g00fc0d2"
"openSUSE:Factory","encfs","43","tinyxml2","5.0.1"
"openSUSE:Factory","eog","174","libjpeg-turbo","jpeg-8"
"openSUSE:Factory","erlang","143","zlib","v1.3.1"
"openSUSE:Factory","erlang","143","zstd","v1.4.7-2625-g23e5f80"
"openSUSE:Factory","erlang27","1","zlib","v1.2.13"
"openSUSE:Factory","espanso","5","bzip2","bzip2-1.0.8"
"openSUSE:Factory","EternalTerminal","22","minizip-ng","0^20181101.252588f6a78bd7656f4e03d1b236695b3182ff7d"
"openSUSE:Factory","EternalTerminal","22","zlib","v1.2.11"
"openSUSE:Factory","expat","85","libexpat","R_2_7_4-39-g8df0418"
"openSUSE:Factory","eza","80","zlib","v1.3.1"
"openSUSE:Factory","fastfetch","90","yyjson","0.12.0"
"openSUSE:Factory","fastlzlib","3","lz4","r126-73-g002ec60"
"openSUSE:Factory","fbi","11","libjpeg-turbo","jpeg-8d-2-g3040e5e"
"openSUSE:Factory","ffms2","4","googletest","release-1.8.1-198-gb57c703"
"openSUSE:Factory","firefox-esr","31","aom","v3.12.1-114-g719f60e"
"openSUSE:Factory","firefox-esr","31","brotli","go/cbrotli/v1.1.0-59-gf964a1e"
"openSUSE:Factory","firefox-esr","31","curl","curl-7_64_0-129-ge1be825"
"openSUSE:Factory","firefox-esr","31","fmt","11.0.2-239-ge5b20ff"
"openSUSE:Factory","firefox-esr","31","freetype","VER-2-13-3"
"openSUSE:Factory","firefox-esr","31","googletest","v1.14.0-247-g0934b7e"
"openSUSE:Factory","firefox-esr","31","harfbuzz","11.4.3-3-g724ae78"
"openSUSE:Factory","firefox-esr","31","hunspell","v1.7.0-49-g134405e"
"openSUSE:Factory","firefox-esr","31","libevent","release-2.1.11-stable-120-g1c9cc07"
"openSUSE:Factory","firefox-esr","31","libexpat","R_2_7_5-11-g545d786"
"openSUSE:Factory","firefox-esr","31","libjpeg-turbo","3.0.3-35-geb75363"
"openSUSE:Factory","firefox-esr","31","libjxl","v0.11-snapshot-37-g095f259"
"openSUSE:Factory","firefox-esr","31","libpng","v1.6.56"
"openSUSE:Factory","firefox-esr","31","libwebp","webp-rfc9649-17-g3692384"
"openSUSE:Factory","firefox-esr","31","lz4","v1.9.2-1222-gcc1508f"
"openSUSE:Factory","firefox-esr","31","tz","2012g-4-g2151ca6"
"openSUSE:Factory","firefox-esr","31","xxHash","v0.7.4-684-g2b23bc5"
"openSUSE:Factory","firefox-esr","31","xz-embedded","linux-2.6.38-16-gee2a443"
"openSUSE:Factory","firefox-esr","31","zlib","v1.3.1.2-154-g9e35567"
"openSUSE:Factory","firefox-esr","31","zstd","v1.4.7-2566-g82346b9"
"openSUSE:Factory","fish","50","pcre2","pcre2-10.43-RC1-16-gbd1eec7"
"openSUSE:Factory","flac","61","flac","1.5.0"
"openSUSE:Factory","fltk","51","libjpeg-turbo","jpeg-9f"
"openSUSE:Factory","fltk","51","libpng","v1.6.43"
"openSUSE:Factory","fltk","51","zlib","v1.3.1"
"openSUSE:Factory","fmt-10","1","fmt","10.1.1-118-g6855bd5"
"openSUSE:Factory","fmt-10","1","googletest","release-1.10.0-571-g0a3a3a8"
"openSUSE:Factory","fmt","33","fmt","12.0.0-37-ge8da5ba"
"openSUSE:Factory","fmt","33","googletest","release-1.10.0-571-g0a3a3a8"
"openSUSE:Factory","fmt-9","1","fmt","8.1.1-237-gba50c19"
"openSUSE:Factory","fmt-9","1","googletest","release-1.10.0-571-g0a3a3a8"
"openSUSE:Factory","fnm","3","bzip2","bzip2-1.0.8"
"openSUSE:Factory","fnm","3","xz","v5.3.1alpha-73-gba76d67"
"openSUSE:Factory","fnm","3","zstd","v1.4.7-2163-g01cea2e"
"openSUSE:Factory","focuswriter","37","hunspell","v1.7.2-34-gb88f9ea"
"openSUSE:Factory","forgejo-cli","8","zlib","v1.3.1.2-154-g9e35567"
"openSUSE:Factory","form","10","zstd","v1.4.7-2625-g23e5f80"
"openSUSE:Factory","fossil","43","zlib","v1.3.1"
"openSUSE:Factory","fractal","19","libwebp","v1.3.1-71-g95ea522"
"openSUSE:Factory","fractal","19","Little-CMS","lcms2.17-32-gb09da54"
"openSUSE:Factory","framel","11","zlib","v1.0.4"
"openSUSE:Factory","framework_tool","10","libusb","v1.0.27"
"openSUSE:Factory","framework_tool","10","zlib","v1.3.1.2-154-g9e35567"
"openSUSE:Factory","freecell-solver","13","xxHash","v0.7.4-684-g2b23bc5"
"openSUSE:Factory","freeciv","33","lua","v5.4.8-3-g934fdd4"
"openSUSE:Factory","freetype2","113","freetype","VER-2-14-2"
"openSUSE:Factory","freetype2","113","zlib","v1.3.1"
"openSUSE:Factory","gammaray","35","lz4","v1.9.2-1206-g0642ae2"
"openSUSE:Factory","gap","7","zlib","v1.3"
"openSUSE:Factory","gap-profiling","6","rapidjson","v1.0.1-106-gd26d500"
"openSUSE:Factory","garage","9","libsodium","1.0.18-RELEASE-141-gdf83ed9"
"openSUSE:Factory","garage","9","zstd","v1.4.7-2625-g23e5f80"
"openSUSE:Factory","gcc12","14","minizip-ng","0^20181101.252588f6a78bd7656f4e03d1b236695b3182ff7d"
"openSUSE:Factory","gcc12","14","zlib","v1.2.11-2-g5ff9890"
"openSUSE:Factory","gcc13","39","minizip-ng","0^20181101.252588f6a78bd7656f4e03d1b236695b3182ff7d"
"openSUSE:Factory","gcc13","39","zlib","v1.2.11-2-g5ff9890"
"openSUSE:Factory","gcc14","22","minizip-ng","0^20181101.252588f6a78bd7656f4e03d1b236695b3182ff7d"
"openSUSE:Factory","gcc14","22","zlib","v1.2.11-2-g5ff9890"
"openSUSE:Factory","gcc15","21","minizip-ng","0^20181101.252588f6a78bd7656f4e03d1b236695b3182ff7d"
"openSUSE:Factory","gcc15","21","zlib","v1.2.11-2-g5ff9890"
"openSUSE:Factory","gcc16","2","zlib","v1.3.1"
"openSUSE:Factory","gcc7","48","minizip-ng","0^20181101.252588f6a78bd7656f4e03d1b236695b3182ff7d"
"openSUSE:Factory","gcc7","48","zlib","v1.2.11-2-g5ff9890"
"openSUSE:Factory","gdal","105","json-c","0^20230716.efc530594bc1578cb8f8b1e2cd8a1c1b395a6326"
"openSUSE:Factory","gdal","105","zlib","v1.3.1"
"openSUSE:Factory","gdb","192","zlib","v1.2.12"
"openSUSE:Factory","gdcm","23","openjpeg","v2.5.2-50-ge0e0c80"
"openSUSE:Factory","gegl","92","libnsgif","release/0.2.1-226-g8062f91"
"openSUSE:Factory","ghc-lua","8","lua","v5.4.8"
"openSUSE:Factory","ghostscript","77","brotli","go/cbrotli/v1.1.0-68-g0438830"
"openSUSE:Factory","ghostty","3","freetype","VER-2-13-2"
"openSUSE:Factory","ghostty","3","harfbuzz","11.0.0"
"openSUSE:Factory","ghostty","3","libpng","v1.6.43"
"openSUSE:Factory","ghostty","3","libxml2","v2.11.0-66-g58de9d3"
"openSUSE:Factory","ghostty","3","zlib","v1.3.1"
"openSUSE:Factory","giada","21","harfbuzz","10.1.0"
"openSUSE:Factory","giada","21","libexpat","R_2_1_0-26-gb3a467e"
"openSUSE:Factory","giada","21","libjpeg-turbo","jpeg-9f"
"openSUSE:Factory","giada","21","libpng","v1.6.44"
"openSUSE:Factory","giada","21","rapidjson","v1.1.0-543-gebcbd04"
"openSUSE:Factory","giada","21","zlib","v1.3.1"
"openSUSE:Factory","git-absorb","5","zlib","v1.3.1"
"openSUSE:Factory","git-cliff","21","zlib","v1.3.1.2-154-g9e35567"
"openSUSE:Factory","git-cliff","21","zstd","v1.4.7-2625-g23e5f80"
"openSUSE:Factory","git-credential-keepassxc","1","libusb","v1.0.24"
"openSUSE:Factory","git-delta","16","zlib","v1.3.1.2-154-g9e35567"
"openSUSE:Factory","git-interactive-rebase-tool","1","minizip-ng","0^20181101.252588f6a78bd7656f4e03d1b236695b3182ff7d"
"openSUSE:Factory","git-interactive-rebase-tool","1","zlib","v1.2.12-2-g3df8424"
"openSUSE:Factory","git-next","6","zlib","v1.3.1"
"openSUSE:Factory","gitoxide","8","curl","curl-8_18_0-13-g13c1a93"
"openSUSE:Factory","gitoxide","8","xz","v5.3.1alpha-73-gba76d67"
"openSUSE:Factory","gitoxide","8","zlib","v1.3.1"
"openSUSE:Factory","gitui","12","zlib","v1.3.1.2-154-g9e35567"
"openSUSE:Factory","glibc","302","tz","2024a-61-gb5318b5"
"openSUSE:Factory","glmark2","27","libjpeg-turbo","1.4.2-16-gf57bae0"
"openSUSE:Factory","glmark2","27","libpng","v1.2.46"
"openSUSE:Factory","glmark2","27","zlib","v1.2.11"
"openSUSE:Factory","glpk","28","zlib","v1.2.5"
"openSUSE:Factory","glusterfs","41","xxHash","v0.6.4-56-g3064d42"
"openSUSE:Factory","glycin","7","Little-CMS","lcms2.17-32-gb09da54"
"openSUSE:Factory","glycin-loaders","17","Little-CMS","lcms2.17-32-gb09da54"
"openSUSE:Factory","gmsh","20","tinyxml2","10.0.0-27-gc93b6f7"
"openSUSE:Factory","godot3","9","brotli","go/cbrotli/v1.1.0-59-gf964a1e"
"openSUSE:Factory","godot3","9","freetype","VER-2-12-1"
"openSUSE:Factory","godot3","9","libpng","v1.6.43"
"openSUSE:Factory","godot3","9","libwebp","v1.3.1-2-g63234c4"
"openSUSE:Factory","godot3","9","mbedtls","v3.6.5-78-gc42f73f"
"openSUSE:Factory","godot3","9","pcre2","pcre2-10.42"
"openSUSE:Factory","godot3","9","zlib","v1.3.1"
"openSUSE:Factory","godot3","9","zstd","v1.4.7-1719-ge4120c5"
"openSUSE:Factory","godot","46","brotli","v1.2.0-1-ge230f47"
"openSUSE:Factory","godot","46","freetype","VER-2-14-1"
"openSUSE:Factory","godot","46","harfbuzz","12.1.0-33-gb11c142"
"openSUSE:Factory","godot","46","libjpeg-turbo","3.0.3-35-geb75363"
"openSUSE:Factory","godot","46","libpng","v1.6.55"
"openSUSE:Factory","godot","46","libwebp","v1.5.0-56-gce53efd"
"openSUSE:Factory","godot","46","mbedtls","v3.6.5-78-gc42f73f"
"openSUSE:Factory","godot","46","pcre2","pcre2-10.46-181-g5a6b32c"
"openSUSE:Factory","godot","46","zlib","v1.3.1.2"
"openSUSE:Factory","godot","46","zstd","v1.4.7-2625-g23e5f80"
"openSUSE:Factory","golly","5","lua","v5.4.8"
"openSUSE:Factory","golly","5","zlib","v1.2.12"
"openSUSE:Factory","googletest","24","googletest","v1.14.0-247-g0934b7e"
"openSUSE:Factory","goose","9","bzip2","bzip2-1.0.8"
"openSUSE:Factory","goose","9","zlib","v1.3.1"
"openSUSE:Factory","goose","9","zstd","v1.4.7-2625-g23e5f80"
"openSUSE:Factory","goxel","12","uthash","v2.1.0-3-gf19dde2"
"openSUSE:Factory","goxel","12","xxHash","v0.7.0-236-g8293860"
"openSUSE:Factory","gparted","63","googletest","v1.14.0-178-gb4aae50"
"openSUSE:Factory","gperftools","35","googletest","v1.14.0-260-g37678c9"
"openSUSE:Factory","gping","4","zlib","v1.3.1"
"openSUSE:Factory","gpsbabel","39","libusb","v1.0.27"
"openSUSE:Factory","grabpng","2","libpng","v1.5.8-10-g288c59a"
